name,symbol,isin,asset_class,instrument_type,provider,whitelist
Kotak Debt Hybrid - Growth - Direct,120154,INF174K01JZ1,MUTUAL_FUND,HYBRID,Kotak AMC,TRUE
Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option,114858,INF174K01419,MUTUAL_FUND,HYBRID,Kotak AMC,FALSE
Kotak Debt Hybrid - Monthly Payout of Income Distribution cum capital withdrawal option - Direct,120155,INF174K01KA2,MUTUAL_FUND,HYBRID,Kotak AMC,FALSE
LIC MF Conservative Hybrid Fund-Direct Plan-Growth,120276,INF767K01EO7,MUTUAL_FUND,HYBRID,LIC AMC,TRUE
LIC MF Conservative Hybrid Fund-Direct Plan-Monthly IDCW,120277,INF767K01EP4,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
LIC MF Conservative Hybrid Fund-Direct Plan-Quarterly IDCW,120274,INF767K01EQ2,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
LIC MF Conservative Hybrid Fund-Direct Plan-Yearly IDCW,120275,INF767K01ER0,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
LIC MF Conservative Hybrid Fund-Regular Plan-Growth,101869,INF767K01808,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
LIC MF Conservative Hybrid Fund-Regular Plan-Monthly IDCW,101866,INF767K01816,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
LIC MF Conservative Hybrid Fund-Regular Plan-Quarterly IDCW,101867,INF767K01832,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
LIC MF Conservative Hybrid Fund-Regular Plan-Yearly IDCW,101868,INF767K01857,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
NIPPON INDIA CONSERVATIVE HYBRID  FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - MONTHLY IDCW Option,148291,INF204KB15O7,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
NIPPON INDIA CONSERVATIVE HYBRID  FUND -  SEGREGATED PORTFOLIO 2 - MONTHLY IDCW Option,148294,INF204KB10P5,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
NIPPON INDIA CONSERVATIVE HYBRID  FUND -  SEGREGATED PORTFOLIO 2 - QUARTERLY IDCW Option,148295,INF204KB12P1,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
NIPPON INDIA CONSERVATIVE HYBRID  FUND - DIRECT Plan - MONTHLY IDCW Option,118727,INF204K01YW2,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
NIPPON INDIA CONSERVATIVE HYBRID  FUND - DIRECT Plan - QUARTERLY IDCW Option,118729,INF204K01YY8,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Nippon India Conservative Hybrid  Fund - Direct Plan Growth Plan - Growth Option,118726,INF204K01YV4,MUTUAL_FUND,HYBRID,Nippon India AMC,TRUE
NIPPON INDIA CONSERVATIVE HYBRID  FUND - MONTHLY IDCW Option,102173,INF204K01FE9,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
NIPPON INDIA CONSERVATIVE HYBRID  FUND - QUARTERLY IDCW Option,102174,INF204K01FG4,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Direct Plan Growth Plan - Growth Option,148143,INF204KB12K2,MUTUAL_FUND,HYBRID,Nippon India AMC,TRUE
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Direct Plan Monthly Dividend Plan,148139,INF204KB14K8,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Growth Plan,148141,INF204KB17K1,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Monthly Dividend Plan,148142,INF204KB18K9,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 1 - Quarterly Dividend Plan,148144,INF204KB10L4,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 2 - Direct Plan - Growth Plan - Growth Option,148296,INF204KB14O0,MUTUAL_FUND,HYBRID,Nippon India AMC,TRUE
Nippon India Conservative Hybrid  Fund - Segregated Portfolio 2 - Growth Plan,148293,INF204KB19O9,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Nippon India Conservative Hybrid  Fund-Growth Plan,102172,INF204K01FD1,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
NIPPON INDIA CONSERVATIVE HYBRID FUND -  SEGREGATED PORTFOLIO 2 - DIRECT Plan - QUARTERLY IDCW Option,148292,INF204KB17O3,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Nippon India Conservative Hybrid Fund - Segregated Portfolio 1 - Direct Plan Quarterly Dividend Plan,148140,INF204KB15K5,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Parag Parikh Conservative Hybrid Fund - Direct Plan - Growth,148958,INF879O01175,MUTUAL_FUND,HYBRID,PPFAS AMC,TRUE
Parag Parikh Conservative Hybrid Fund - Direct Plan - Monthly IDCW,148961,INF879O01167,MUTUAL_FUND,HYBRID,PPFAS AMC,FALSE
Parag Parikh Conservative Hybrid Fund - Regular Plan - Growth,148959,INF879O01209,MUTUAL_FUND,HYBRID,PPFAS AMC,FALSE
Parag Parikh Conservative Hybrid Fund - Regular Plan - Monthly IDCW,148960,INF879O01191,MUTUAL_FUND,HYBRID,PPFAS AMC,FALSE
SBI Conservative Hybrid Fund  - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),119836,INF200K01TV2,MUTUAL_FUND,HYBRID,SBI AMC,FALSE
SBI Conservative Hybrid Fund - Direct Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),119837,INF200K01TQ2,MUTUAL_FUND,HYBRID,SBI AMC,FALSE
SBI Conservative Hybrid Fund - Direct Plan - Growth,119839,INF200K01TS8,MUTUAL_FUND,HYBRID,SBI AMC,TRUE
SBI Conservative Hybrid Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),119838,INF200K01TT6,MUTUAL_FUND,HYBRID,SBI AMC,FALSE
SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW),100929,INF200K01909,MUTUAL_FUND,HYBRID,SBI AMC,FALSE
SBI Conservative Hybrid Fund - Regular Plan - Growth,100968,INF200K01859,MUTUAL_FUND,HYBRID,SBI AMC,FALSE
SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),100927,INF200K01867,MUTUAL_FUND,HYBRID,SBI AMC,FALSE
SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),100928,INF200K01883,MUTUAL_FUND,HYBRID,SBI AMC,FALSE
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Growth,119635,INF903J01OP6,MUTUAL_FUND,HYBRID,Sundaram AMC,TRUE
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - IDCW,119636,INF903J01OQ4,MUTUAL_FUND,HYBRID,Sundaram AMC,FALSE
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan - Income Distribution cum Capital Withdrawal (IDCW),119638,INF903J01OS0,MUTUAL_FUND,HYBRID,Sundaram AMC,FALSE
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Direct Plan -Income Distribution cum Capital Withdrawal (IDCW),119637,INF903J01OR2,MUTUAL_FUND,HYBRID,Sundaram AMC,FALSE
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Growth,112868,INF903J01HB0,MUTUAL_FUND,HYBRID,Sundaram AMC,FALSE
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),112867,INF903J01HC8,MUTUAL_FUND,HYBRID,Sundaram AMC,FALSE
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan -Income Distribution cum Capital Withdrawal (IDCW),112870,INF903J01HD6,MUTUAL_FUND,HYBRID,Sundaram AMC,FALSE
Sundaram Conservative Hybrid Fund (Formerly Known as Sundaram Debt Oriented Hybrid Fund) Regular Plan- Income Distribution cum Capital Withdrawal (IDCW),112869,INF903J01HE4,MUTUAL_FUND,HYBRID,Sundaram AMC,FALSE
UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Growth Option,148106,INF789F1AQP1,MUTUAL_FUND,HYBRID,UTI AMC,TRUE
UTI - Regular Saving Fund (Segregated - 17022020) - Direct Plan - Monthly Payment Option,148112,INF789F1AQM8,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Growth Option,148105,INF789F1AQJ4,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI - Regular Saving Fund (Segregated - 17022020) - Regular Plan - Monthly Payment Option,148108,INF789F1AQG0,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Flexi IDCW,148115,INF789F1AQQ9,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Regular Saving Fund ( Segregated - 17022020) - Direct Plan - Monthly IDCW,148109,INF789F1AQN6,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Flexi IDCW,148111,INF789F1AQK2,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Regular Saving Fund ( Segregated - 17022020) - Regular Plan - Monthly IDCW,148104,INF789F1AQH8,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Conservative Hybrd Fund - Regular Plan - Monthly Payment Option,102533,INF789F01927,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Conservative Hybrid Fund - Direct Plan - Flexi IDCW,120789,INF789F01UH1,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Conservative Hybrid Fund - Direct Plan - Growth Option,120779,INF789F01UJ7,MUTUAL_FUND,HYBRID,UTI AMC,TRUE
UTI Conservative Hybrid Fund - Direct Plan - Monthly IDCW,120778,INF789F01UK5,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Conservative Hybrid Fund - Direct Plan - Monthly Payment Option,120790,INF789F01UM1,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Conservative Hybrid Fund - Regular Plan - Flexi IDCW,102534,INF789F01877,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Conservative Hybrid Fund - Regular Plan - Growth Option,102535,INF789F01893,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
UTI Conservative Hybrid Fund - Regular Plan - Monthly IDCW,102536,INF789F01901,MUTUAL_FUND,HYBRID,UTI AMC,FALSE
Aditya Birla Sun Life Balanced Advantage Fund - Direct Plan - Growth Option,131670,INF084M01DJ5,MUTUAL_FUND,HYBRID,ABSL AMC,TRUE
Aditya Birla Sun Life Balanced Advantage Fund - Regular Plan - Growth Option,131666,INF084M01AB8,MUTUAL_FUND,HYBRID,ABSL AMC,FALSE
Aditya Birla Sun Life Balanced Advantage Fund -DIRECT - IDCW,131671,INF084M01DK3,MUTUAL_FUND,HYBRID,ABSL AMC,FALSE
Aditya Birla Sun Life Balanced Advantage Fund -REGULAR - IDCW,131665,INF084M01AC6,MUTUAL_FUND,HYBRID,ABSL AMC,FALSE
Axis Balanced Advantage Fund - Direct Plan - Growth,141642,INF846K01A29,MUTUAL_FUND,HYBRID,Axis AMC,TRUE
Axis Balanced Advantage Fund - Direct Plan - IDCW,141643,INF846K01A37,MUTUAL_FUND,HYBRID,Axis AMC,FALSE
Axis Balanced Advantage Fund - Regular Plan - Growth,141644,INF846K01A52,MUTUAL_FUND,HYBRID,Axis AMC,FALSE
Axis Balanced Advantage Fund - Regular Plan - IDCW,141645,INF846K01A60,MUTUAL_FUND,HYBRID,Axis AMC,FALSE
Bajaj Finserv Balanced Advantage Fund-Direct Plan-Growth,152194,INF0QA701656,MUTUAL_FUND,HYBRID,Bajaj AMC,TRUE
Bajaj Finserv Balanced Advantage Fund-Direct Plan-IDCW,152195,INF0QA701664,MUTUAL_FUND,HYBRID,Bajaj AMC,FALSE
Bajaj Finserv Balanced Advantage Fund-Regular Plan-Growth,152196,INF0QA701680,MUTUAL_FUND,HYBRID,Bajaj AMC,FALSE
Bajaj Finserv Balanced Advantage Fund-Regular Plan-IDCW,152197,INF0QA701698,MUTUAL_FUND,HYBRID,Bajaj AMC,FALSE
BANDHAN Balanced Advantage Fund Direct Plan Growth,131355,INF194KA1UH1,MUTUAL_FUND,HYBRID,Bandhan AMC,TRUE
BANDHAN Balanced Advantage Fund Direct Plan IDCW,131356,INF194KA1UI9,MUTUAL_FUND,HYBRID,Bandhan AMC,FALSE
BANDHAN Balanced Advantage Fund Regular Plan Growth,131357,INF194KA1UE8,MUTUAL_FUND,HYBRID,Bandhan AMC,FALSE
BANDHAN Balanced Advantage Fund Regular Plan IDCW,131354,INF194KA1UF5,MUTUAL_FUND,HYBRID,Bandhan AMC,FALSE
BANK OF INDIA BALANCED ADVANTAGE FUND  DIRECT PLAN IDCW,127852,INF761K01BM0,MUTUAL_FUND,HYBRID,BOI AMC,FALSE
BANK OF INDIA BALANCED ADVANTAGE FUND  REGULAR PLAN IDCW,127851,INF761K01BP3,MUTUAL_FUND,HYBRID,BOI AMC,FALSE
BANK OF INDIA BALANCED ADVANTAGE FUND DIRECT PLAN  GROWTH,127850,INF761K01BO6,MUTUAL_FUND,HYBRID,BOI AMC,TRUE
BANK OF INDIA BALANCED ADVANTAGE FUND REGULAR PLAN  GROWTH,127849,INF761K01BR9,MUTUAL_FUND,HYBRID,BOI AMC,FALSE
Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-Growth Option,145396,INF955L01HF7,MUTUAL_FUND,HYBRID,Baroda AMC,TRUE
Baroda BNP Paribas Balanced Advantage Fund-Direct Plan-IDCW Option,145397,INF955L01HG5,MUTUAL_FUND,HYBRID,Baroda AMC,FALSE
Baroda BNP Paribas Balanced Advantage Fund-Regular Plan -Growth Option,145387,INF955L01HC4,MUTUAL_FUND,HYBRID,Baroda AMC,FALSE
Baroda BNP Paribas Balanced Advantage Fund-Regular Plan-IDCW Option,145389,INF955L01HD2,MUTUAL_FUND,HYBRID,Baroda AMC,FALSE
Canara Robeco Balanced Advantage Fund - Direct Plan - Growth Option,152688,INF760K01LD0,MUTUAL_FUND,HYBRID,Canara AMC,TRUE
Canara Robeco Balanced Advantage Fund - Direct Plan - IDCW Option,152689,INF760K01LE8,MUTUAL_FUND,HYBRID,Canara AMC,FALSE
Canara Robeco Balanced Advantage Fund - Regular Plan - Growth Option,152690,INF760K01LA6,MUTUAL_FUND,HYBRID,Canara AMC,FALSE
Canara Robeco Balanced Advantage Fund - Regular Plan - IDCW Option,152691,INF760K01LB4,MUTUAL_FUND,HYBRID,Canara AMC,FALSE
DSP Dynamic Asset Allocation Fund - Direct Plan - Growth,126393,INF740K01K81,MUTUAL_FUND,HYBRID,DSP AMC,TRUE
DSP Dynamic Asset Allocation Fund - Direct Plan - IDCW - Monthly,126391,INF740K01K99,MUTUAL_FUND,HYBRID,DSP AMC,FALSE
DSP Dynamic Asset Allocation Fund - Regular Plan - Growth,126394,INF740K01K57,MUTUAL_FUND,HYBRID,DSP AMC,FALSE
DSP Dynamic Asset Allocation Fund - Regular Plan - IDCW - Monthly,126392,INF740K01K65,MUTUAL_FUND,HYBRID,DSP AMC,FALSE
Edelweiss Balanced Advantage Fund - Direct Plan - Monthly - IDCW Option,141767,INF754K01IH0,MUTUAL_FUND,HYBRID,Edelweiss AMC,FALSE
Edelweiss Balanced Advantage Fund - Direct Plan - Quarterly - IDCW Option,118614,INF754K01BP8,MUTUAL_FUND,HYBRID,Edelweiss AMC,FALSE
Edelweiss Balanced Advantage Fund - Regular Plan - Growth Option,112117,INF754K01285,MUTUAL_FUND,HYBRID,Edelweiss AMC,FALSE
Edelweiss Balanced Advantage Fund - Regular Plan - Monthly - IDCW Option,141766,INF754K01IK4,MUTUAL_FUND,HYBRID,Edelweiss AMC,FALSE
Edelweiss Balanced Advantage Fund - Regular Plan - Quarterly - IDCW Option,112118,INF754K01251,MUTUAL_FUND,HYBRID,Edelweiss AMC,FALSE
Edelweiss Balanced Advantage Fund -Direct Plan-Growth Option,118615,INF754K01BS2,MUTUAL_FUND,HYBRID,Edelweiss AMC,TRUE
Franklin India Balanced Advantage Fund- Growth,150480,INF090I01WN2,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
Franklin India Balanced Advantage Fund- Growth- Direct,150481,INF090I01WQ5,MUTUAL_FUND,HYBRID,Franklin AMC,TRUE
Franklin India Balanced Advantage Fund- IDCW,150478,INF090I01WO0,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
Franklin India Balanced Advantage Fund- IDCW- Direct,150479,INF090I01WR3,MUTUAL_FUND,HYBRID,Franklin AMC,FALSE
HDFC Balanced Advantage Fund - Growth Plan,100119,INF179K01830,MUTUAL_FUND,HYBRID,HDFC AMC,FALSE
HDFC Balanced Advantage Fund - Growth Plan - Direct Plan,118968,INF179K01WA6,MUTUAL_FUND,HYBRID,HDFC AMC,TRUE
HDFC Balanced Advantage Fund - IDCW Plan,100120,INF179K01814,MUTUAL_FUND,HYBRID,HDFC AMC,FALSE
HDFC Balanced Advantage Fund - IDCW Plan - Direct Plan,118969,INF179K01VY8,MUTUAL_FUND,HYBRID,HDFC AMC,FALSE
Helios Balanced Advantage Fund- Direct Plan- Growth Option,152509,INF0R8701145,MUTUAL_FUND,HYBRID,Helios AMC,TRUE
Helios Balanced Advantage Fund- Direct Plan-IDCW Option,152511,INF0R8701152,MUTUAL_FUND,HYBRID,Helios AMC,FALSE
Helios Balanced Advantage Fund- Regular Plan- Growth Option,152512,INF0R8701111,MUTUAL_FUND,HYBRID,Helios AMC,FALSE
Helios Balanced Advantage Fund- Regular Plan-IDCW Option,152510,INF0R8701129,MUTUAL_FUND,HYBRID,Helios AMC,FALSE
HSBC Balanced Advantage Fund - Direct Growth,151129,INF917K01IN1,MUTUAL_FUND,HYBRID,HSBC AMC,TRUE
HSBC Balanced Advantage Fund - Direct IDCW,151128,INF917K01IM3,MUTUAL_FUND,HYBRID,HSBC AMC,FALSE
HSBC Balanced Advantage Fund - Regular Growth,151127,INF917K01KY4,MUTUAL_FUND,HYBRID,HSBC AMC,FALSE
HSBC Balanced Advantage Fund - Regular IDCW,151126,INF917K01KW8,MUTUAL_FUND,HYBRID,HSBC AMC,FALSE
ICICI Prudential Balanced Advantage Fund - Direct Plan -  Growth,120377,INF109K012B0,MUTUAL_FUND,HYBRID,ICICI Pru AMC,TRUE
ICICI Prudential Balanced Advantage Fund - Direct Plan -  IDCW,120376,INF109K010B4,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Balanced Advantage Fund - Direct Plan - Monthly IDCW,122236,INF109K016W7,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Balanced Advantage Fund - Direct Plan - Quarterly IDCW,131451,INF109KA1Y50,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Balanced Advantage Fund - Growth,104685,INF109K01BH2,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Balanced Advantage Fund - IDCW,104686,INF109K01EG8,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Balanced Advantage Fund - Monthly IDCW,122168,INF109K018W3,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
ICICI Prudential Balanced Advantage Fund - Quarterly IDCW,131450,INF109KA1Y35,MUTUAL_FUND,HYBRID,ICICI Pru AMC,FALSE
Invesco India Balanced Advantage Fund - Direct Plan - Growth,120333,INF205K01LN5,MUTUAL_FUND,HYBRID,Invesco AMC,TRUE
Invesco India Balanced Advantage Fund - Direct Plan - IDCW (Payout / Reinvestment),120332,INF205K01LL9,MUTUAL_FUND,HYBRID,Invesco AMC,FALSE
Invesco India Balanced Advantage Fund - Regular Plan - Growth,106317,INF205K01213,MUTUAL_FUND,HYBRID,Invesco AMC,FALSE
Invesco India Balanced Advantage Fund - Regular Plan - IDCW (Payout / Reinvestment),106316,INF205K01239,MUTUAL_FUND,HYBRID,Invesco AMC,FALSE
ITI Balanced Advantage Fund - Direct Plan - Growth Option,147789,INF00XX01689,MUTUAL_FUND,HYBRID,ITI AMC,TRUE
ITI Balanced Advantage Fund - Direct Plan - IDCW Option,147788,INF00XX01697,MUTUAL_FUND,HYBRID,ITI AMC,FALSE
ITI Balanced Advantage Fund - Regular Plan - Growth Option,147787,INF00XX01655,MUTUAL_FUND,HYBRID,ITI AMC,FALSE
ITI Balanced Advantage Fund - Regular Plan - IDCW Option,147786,INF00XX01663,MUTUAL_FUND,HYBRID,ITI AMC,FALSE
Kotak Balanced Advantage Fund  - Direct Plan -Growth Option,144335,INF174KA1210,MUTUAL_FUND,HYBRID,Kotak AMC,TRUE
Kotak Balanced Advantage Fund - Regular Plan - Payout of Income Distribution cum capital withdrawal option Option,144336,INF174KA1160,MUTUAL_FUND,HYBRID,Kotak AMC,FALSE
Kotak Balanced Advantage Fund -Direct Plan  -Payout of Income Distribution cum capital withdrawal option,144334,INF174KA1194,MUTUAL_FUND,HYBRID,Kotak AMC,FALSE
Kotak Balanced Advantage Fund -Regular Plan - Growth Option,144333,INF174KA1186,MUTUAL_FUND,HYBRID,Kotak AMC,FALSE
LIC MF Balanced Advantage Fund-Direct Plan-Growth,149261,INF767K01QY0,MUTUAL_FUND,HYBRID,LIC AMC,TRUE
LIC MF Balanced Advantage Fund-Direct Plan-IDCW,149260,INF767K01QZ7,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
LIC MF Balanced Advantage Fund-Regular Plan-Growth,149259,INF767K01QV6,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
LIC MF Balanced Advantage Fund-Regular Plan-IDCW,149258,INF767K01QW4,MUTUAL_FUND,HYBRID,LIC AMC,FALSE
Mahindra Manulife Balanced Advantage Fund - Direct Plan - Growth,149406,INF174V01BE0,MUTUAL_FUND,HYBRID,Mahindra AMC,TRUE
Mahindra Manulife Balanced Advantage Fund - Direct Plan - IDCW,149407,INF174V01BF7,MUTUAL_FUND,HYBRID,Mahindra AMC,FALSE
Mahindra Manulife Balanced Advantage Fund - Regular Plan - Growth,149404,INF174V01BB6,MUTUAL_FUND,HYBRID,Mahindra AMC,FALSE
Mahindra Manulife Balanced Advantage Fund - Regular Plan - IDCW,149405,INF174V01BC4,MUTUAL_FUND,HYBRID,Mahindra AMC,FALSE
Mirae Asset Balanced Advantage Fund Direct Plan- Growth,150470,INF769K01IN6,MUTUAL_FUND,HYBRID,Mirae Asset AMC,TRUE
Mirae Asset Balanced Advantage Fund Direct Plan- IDCW,150471,INF769K01IM8,MUTUAL_FUND,HYBRID,Mirae Asset AMC,FALSE
Mirae Asset Balanced Advantage Fund Regular Plan IDCW,150474,INF769K01IJ4,MUTUAL_FUND,HYBRID,Mirae Asset AMC,FALSE
Mirae Asset Balanced Advantage Fund Regular Plan- Growth,150473,INF769K01IK2,MUTUAL_FUND,HYBRID,Mirae Asset AMC,FALSE
Motilal Oswal Balanced Advantage Fund  (MOFDYNAMIC) - Direct Plan - Growth Option,139872,INF247L01635,MUTUAL_FUND,HYBRID,Motilal Oswal AMC,TRUE
Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Annual Dividend Payout Option,139863,INF247L01601,MUTUAL_FUND,HYBRID,Motilal Oswal AMC,FALSE
Motilal Oswal Balanced Advantage Fund (MOFDYNAMIC) - Regular Plan - Growth Option,139870,INF247L01585,MUTUAL_FUND,HYBRID,Motilal Oswal AMC,FALSE
Motilal Oswal Balanced Advantage Fund Direct - Annual IDCW Payout/Reinvestment,139866,INF247L01650,MUTUAL_FUND,HYBRID,Motilal Oswal AMC,FALSE
Motilal Oswal Balanced Advantage Fund Direct - Quarterly IDCW Payout/Reinvestment,139865,INF247L01643,MUTUAL_FUND,HYBRID,Motilal Oswal AMC,FALSE
Motilal Oswal Balanced Advantage Fund Regular - Quarterly IDCW Payout/Reinvestment,139871,INF247L01593,MUTUAL_FUND,HYBRID,Motilal Oswal AMC,FALSE
NIPPON INDIA BALANCED ADVANTAGE FUND - DIRECT Plan - IDCW Option,118738,INF204K01G78,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Bonus Option,118737,INF204K01G60,MUTUAL_FUND,HYBRID,Nippon India AMC,TRUE
Nippon India Balanced Advantage Fund - Direct Plan Growth Plan - Growth Option,118736,INF204K01G94,MUTUAL_FUND,HYBRID,Nippon India AMC,TRUE
NIPPON INDIA BALANCED ADVANTAGE FUND - IDCW Option,102848,INF204K01570,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Nippon India Balanced Advantage Fund-Growth Plan-Bonus Option,102847,INF204K01596,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
Nippon India Balanced Advantage Fund-Growth Plan-Growth Option,102846,INF204K01604,MUTUAL_FUND,HYBRID,Nippon India AMC,FALSE
NJ Balanced Advantage Fund - Direct Plan - Growth Option,149264,INF0J8L01040,MUTUAL_FUND,HYBRID,NJ AMC,TRUE
NJ Balanced Advantage Fund - Direct Plan - IDCW Payout Option,149265,INF0J8L01032,MUTUAL_FUND,HYBRID,NJ AMC,FALSE
NJ Balanced Advantage Fund - Regular Plan - Growth Option,149266,INF0J8L01024,MUTUAL_FUND,HYBRID,NJ AMC,FALSE
NJ Balanced Advantage Fund - Regular Plan - IDCW Payout Option,149263,INF0J8L01016,MUTUAL_FUND,HYBRID,NJ AMC,FALSE
PGIM India Balanced Advantage Fund -  Direct Plan - Growth Option,148658,INF663L01V49,MUTUAL_FUND,HYBRID,PGIM AMC,TRUE
PGIM India Balanced Advantage Fund - Direct Plan - Dividend Option,148659,INF663L01V56,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
PGIM India Balanced Advantage Fund - Regular Plan - Dividend Option,148660,INF663L01V80,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
PGIM India Balanced Advantage Fund - Regular Plan - Growth Option,148657,INF663L01V72,MUTUAL_FUND,HYBRID,PGIM AMC,FALSE
Parag Parikh Dynamic Asset Allocation Fund - Direct Plan Growth,152468,INF879O01266,MUTUAL_FUND,HYBRID,PPFAS AMC,TRUE
Parag Parikh Dynamic Asset Allocation Fund - Regular Plan Growth,152464,INF879O01233,MUTUAL_FUND,HYBRID,PPFAS AMC,FALSE
quant Dynamic Asset Allocation Fund - Growth Option - Direct Plan,151713,INF966L01BL5,MUTUAL_FUND,HYBRID,Quant AMC,TRUE
quant Dynamic Asset Allocation Fund - Growth Option - Regular Plan,151714,INF966L01BO9,MUTUAL_FUND,HYBRID,Quant AMC,FALSE
quant Dynamic Asset Allocation Fund - IDCW Option - Direct Plan,151712,INF966L01BM3,MUTUAL_FUND,HYBRID,Quant AMC,FALSE
quant Dynamic Asset Allocation Fund - IDCW Option - Regular Plan,151715,INF966L01BP6,MUTUAL_FUND,HYBRID,Quant AMC,FALSE
Samco Dynamic Asset Allocation Fund - Direct Plan - Growth Option,152188,INF0K1H01131,MUTUAL_FUND,HYBRID,Samco AMC,TRUE
